Cell Body Cluster,Cell Body Area,Number of Nuclei,Total Nucleus Area,Minimum Neurite Length of Long Neurites,Number of Long Neurites,Neurite Lengths
1,187,0,0,46.291059,0,36.313708,31.384776,7.656854,5.414214,2.414214
2,166,0,0,43.614446,0,36.041631,30.798990,12.656854,9.656854
3,96,0,0,33.167438,2,87.497475,41.213203,9.071068,5.414214,3.000000,3.000000,2.000000
4,288,0,0,57.447688,0,42.870058,39.384776,28.556349,4.828427,4.414214
5,100,0,0,33.851375,1,55.284271,10.828427,6.414214,4.828427,3.414214,3.414214,2.000000
6,593,1,357,82.433485,0,45.041631,41.798990,38.727922,24.485281,21.727922,13.313708,10.828427,10.242641,7.414214,4.828427,4.414214,2.828427,2.000000,2.000000
7,322,0,0,60.744121,0,57.455844,21.313708,20.071068,6.828427,5.828427,5.414214,3.000000,2.000000,2.000000
8,513,1,502,76.671683,1,158.338095,10.656854,8.414214,8.242641,5.414214,3.000000,2.828427,2.000000,2.000000,2.000000
9,92,0,0,32.469098,1,33.798990,27.142136,13.656854,3.414214,3.000000,2.000000,2.000000
10,401,0,0,67.787326,0,31.556349,14.899495,6.828427,5.242641,4.000000,3.414214,2.000000,2.000000,2.000000,2.000000
11,298,0,0,58.436534,0,45.041631,31.556349,26.142136,4.828427,4.000000,3.414214,2.000000
12,193,0,0,47.027833,1,90.840620,22.242641,4.828427
13,194,0,0,47.149509,0,46.384776,44.284271,26.727922,26.727922,6.828427,5.828427,3.414214,3.000000,2.000000,2.000000
14,150,0,0,41.459298,0,3.000000,3.000000,2.000000,2.000000
15,92,0,0,32.469098,0,21.313708,12.242641,6.828427,2.000000,2.000000,2.000000
16,347,0,0,63.058125,1,77.183766,59.698485,37.727922,7.828427,6.828427,5.414214,5.242641,4.414214,2.000000,2.000000,2.000000
17,441,1,407,71.087888,1,111.296465,19.727922,11.656854,9.414214,5.414214,5.414214,2.000000,2.000000,2.000000
18,319,0,0,60.460489,0,55.213203,52.698485,20.727922,16.656854,14.242641,13.485281,7.242641,5.828427,5.414214,3.414214,2.000000
19,81,0,0,30.466238,0,11.485281,5.414214,4.828427,4.828427,3.000000,2.414214,2.000000,2.000000
20,500,0,0,75.693976,0,59.870058,24.142136,16.485281,5.414214,4.414214,4.414214,4.000000,3.828427,3.414214,2.000000,2.000000
21,136,0,0,39.477148,1,40.556349,8.071068,4.414214,2.828427,2.000000
22,507,1,438,76.221992,0,62.455844,14.656854,11.656854,6.828427,6.242641,4.414214,3.414214,3.000000,3.000000,3.000000,2.000000,2.000000,2.000000,2.000000
23,369,1,340,65.026368,0,43.213203,42.384776,9.414214,5.414214
24,822,1,610,97.053728,1,191.781746,59.112698,49.384776,46.041631,10.242641,7.414214,6.656854,6.414214,6.414214,3.414214,3.000000,2.000000,2.000000
25,798,1,637,95.626390,1,254.166522,35.142136,34.627417,22.556349,7.414214,6.828427,6.414214,6.414214,4.828427,4.242641,3.000000,3.000000,2.828427,2.000000,2.000000,2.000000,2.000000
26,472,1,379,73.544011,2,94.840620,73.840620,22.899495,21.727922,9.414214,7.828427,7.242641,5.414214,4.414214,4.414214,4.414214,3.828427,3.414214,2.828427,2.828427,2.000000,2.000000,2.000000
27,520,1,445,77.193012,0,51.627417,48.041631,35.727922,19.485281,13.828427,12.656854,11.242641,5.828427,4.000000,3.828427,3.414214,2.000000,2.000000,2.000000,2.000000
28,431,1,383,70.277281,2,102.982756,86.083261,47.041631,6.828427
29,648,1,538,86.171533,1,232.379726,40.798990,31.213203,15.071068,9.656854,7.656854,6.828427,4.414214,4.000000,3.828427,3.000000,3.000000,2.828427,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000
30,433,1,420,70.440148,0,59.870058,45.455844,37.213203,35.970563,4.414214,3.000000
31,405,0,0,68.124578,0,53.698485,37.556349,29.384776,27.970563,6.414214,6.414214,4.828427,4.414214,3.828427,3.828427,3.414214,2.828427,2.000000
32,418,1,380,69.209300,1,135.781746,36.798990,30.727922,13.656854,13.071068,6.828427,3.414214,3.414214,2.828427,2.000000
33,270,0,0,55.623485,0,27.142136,14.656854,10.242641,6.242641,5.828427,2.000000
34,471,1,430,73.466063,0,48.627417,19.485281,9.414214,8.242641,5.414214,4.000000,3.000000,2.414214,2.000000,2.000000,2.000000
35,639,1,521,85.571027,0,52.455844,46.213203,22.313708,8.242641,5.414214,4.414214,3.414214,3.414214,3.000000,3.000000,3.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000
36,556,0,0,79.820365,0,28.313708,27.899495,25.656854,24.142136,22.556349,5.242641,5.000000,4.828427,4.000000,2.828427,2.414214,2.000000,2.000000
37,255,0,0,54.056311,2,210.450793,75.526912,40.627417,4.242641,3.414214,3.414214,3.000000,2.000000,2.000000
38,81,0,0,30.466238,1,49.284271,26.727922,9.242641,8.242641,7.242641,4.414214,2.000000
39,579,1,336,81.454596,0,61.526912,61.284271,46.556349,39.384776,31.384776,29.556349,5.242641,4.414214,4.414214,2.000000
40,195,0,0,47.270873,1,48.284271,34.727922,27.899495,18.313708,6.828427,5.414214,3.828427,2.828427,2.000000
41,334,0,0,61.865645,0,51.870058,32.142136,26.798990,8.242641,6.242641,3.000000,3.000000,2.000000,2.000000,2.000000
42,81,0,0,30.466238,1,88.396970,9.242641,3.414214,3.000000,3.000000,3.000000,2.000000,2.000000,2.000000
43,431,1,372,70.277281,0,44.698485,28.899495,15.071068,7.242641,3.000000,2.828427,2.000000,2.000000
44,716,1,547,90.580106,0,41.870058,33.556349,15.071068,10.828427,9.656854,7.242641,5.828427,5.828427,5.414214,5.414214,4.828427,4.000000,3.828427,2.000000,2.000000,2.000000,2.000000,2.000000
45,651,1,407,86.370773,0,65.941125,61.284271,51.041631,10.242641,9.242641,8.656854,5.242641,4.828427,3.828427,3.000000,3.000000,2.000000,2.000000,2.000000
46,171,0,0,44.266417,1,77.112698,38.798990,7.242641,2.000000
47,451,0,308,71.889355,0,51.355339,43.798990,31.384776,15.485281,6.828427,6.828427,5.000000,4.000000,2.000000,2.000000
48,449,0,0,71.729778,0,60.941125,31.727922,24.899495,24.142136,11.656854,9.828427,7.828427,6.242641,3.828427,3.000000,2.828427,2.000000
49,439,1,439,70.926507,2,102.669048,70.941125,36.798990,22.485281,8.828427,8.828427,4.828427,3.828427,2.414214,2.000000,2.000000
50,308,0,0,59.408922,2,175.509668,79.798990,54.183766,36.384776,6.242641,6.242641,3.000000,2.000000
51,459,1,458,72.524152,0,26.142136,18.727922,7.071068,4.828427,3.414214,3.414214,3.000000,3.000000,3.000000,2.828427,2.828427,2.000000,2.000000,2.000000,2.000000
52,311,0,0,59.697550,1,104.568542,55.526912,22.556349,7.242641,6.242641,6.242641,5.828427,4.828427,3.414214,2.828427,2.000000,2.000000
53,478,1,440,74.009976,0,50.870058,28.970563,22.556349,18.727922,7.242641,6.828427,5.828427,3.000000,2.414214,2.000000,2.000000,2.000000
54,437,0,0,70.764759,0,42.870058,27.313708,6.242641,5.828427,5.828427,5.414214,5.242641,4.828427,4.414214,3.000000,3.000000,2.000000,2.000000,2.000000,2.000000
55,148,0,0,41.181975,0,23.142136,15.899495,9.414214,9.242641,6.242641,5.828427,5.414214,4.828427,3.414214,2.000000,2.000000
56,351,1,351,63.420531,0,32.798990,11.414214,5.242641
57,448,0,0,71.649856,0,56.284271,47.627417,18.071068,7.828427,5.414214,4.414214,3.000000,2.000000,2.000000,2.000000
58,959,1,464,104.830008,0,81.254834,56.526912,50.698485,17.242641,12.656854,9.242641,5.828427,5.242641,4.828427,2.414214,2.000000
59,132,0,0,38.892269,3,46.798990,44.798990,39.142136,11.485281,6.000000,3.000000,2.000000
60,373,0,0,65.377864,1,94.840620,34.313708,16.313708,9.242641,7.000000,4.828427,2.414214,2.000000
61,388,1,388,66.679476,0,47.041631,15.727922,5.414214,3.414214,3.000000,2.828427,2.000000
62,223,0,0,50.550883,0,12.656854,7.656854,4.414214,2.828427,2.414214,2.000000
63,345,1,331,62.876138,0,49.041631,48.384776,33.142136,8.242641,6.828427,6.414214,4.828427,2.000000
64,438,0,0,70.845679,0,55.526912,47.041631,11.414214,6.414214,6.242641,4.414214,3.000000,3.000000,2.000000,2.000000,2.000000,2.000000
65,1151,2,1019,81.208031,0,48.284271,42.213203,33.627417,32.313708,18.485281,17.071068,10.828427,6.828427,6.656854,5.000000,4.828427,4.000000,3.414214,3.414214,2.828427,2.000000,2.000000,2.000000,2.000000
66,609,1,378,83.538171,2,91.254834,86.870058,21.142136,7.414214,6.242641,5.414214,4.828427,4.414214,3.828427,3.000000,3.000000,3.000000,2.828427,2.828427,2.000000,2.000000,2.000000,2.000000,2.000000
67,545,0,0,79.026831,1,152.124892,42.213203,17.899495,15.242641,14.414214,12.828427,9.656854,8.242641,7.000000,4.828427,3.414214,2.000000
68,269,0,0,55.520383,0,12.485281,6.828427,6.000000,3.000000,2.828427,2.828427,2.828427,2.000000,2.000000
69,273,0,0,55.931651,1,149.781746,52.284271,38.556349,22.142136,12.656854,6.656854,5.414214,2.000000,2.000000
70,793,1,641,95.326338,1,108.012193,76.183766,8.656854,8.242641,7.414214,6.242641,6.242641,4.000000,3.414214,2.828427,2.000000,2.000000
71,324,0,0,60.932475,1,86.183766,29.556349,25.556349,19.485281,13.313708,9.414214,4.414214,3.828427,3.000000,2.000000,2.000000
72,247,0,0,53.201612,1,62.455844,39.213203,23.071068,8.242641,6.828427,6.656854,6.242641,4.414214
73,322,0,302,60.744121,1,80.669048,57.941125,39.384776,31.213203,5.656854,5.414214,3.828427,3.414214,3.000000,2.828427,2.414214,2.000000,2.000000
74,865,1,865,99.559881,1,138.296465,27.384776,22.142136,21.313708,21.071068,6.828427,6.828427,6.828427,5.414214,5.242641,4.414214,3.000000,2.828427,2.414214,2.414214,2.000000,2.000000,2.000000,2.000000,2.000000
75,81,0,0,30.466238,1,82.669048,10.242641,10.242641,6.242641,5.242641,3.000000,3.000000,2.000000,2.000000,2.000000
76,435,1,371,70.602640,0,42.627417,34.556349,31.142136,8.414214,7.828427,7.242641,6.828427,6.828427,6.828427,5.828427,2.000000,2.000000,2.000000,2.000000
77,490,0,0,74.933213,2,105.840620,87.426407,42.970563,26.656854,18.899495,14.656854,11.071068,6.414214,4.242641,4.000000,3.828427,3.414214,3.414214,2.828427,2.000000,2.000000,2.000000
78,328,0,0,61.307448,2,124.426407,72.769553,41.384776,38.556349,24.556349,20.071068,19.242641,15.242641,5.414214
79,505,1,438,76.071504,0,26.727922,9.242641,8.242641,8.242641,5.414214,5.414214,5.414214,5.242641,4.414214,2.828427,2.000000,2.000000
80,161,0,0,42.952580,1,76.455844,42.284271,21.828427,4.828427,3.000000,3.000000,2.828427,2.000000,2.000000
81,342,0,0,62.602167,0,61.698485,45.384776,9.242641,8.828427,5.414214,4.000000,3.000000,2.414214,2.000000,2.000000,2.000000
82,626,1,425,84.696113,0,53.213203,22.727922,9.414214,8.828427,6.242641,3.414214,3.000000,3.000000,3.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000
83,605,1,605,83.263373,0,60.941125,18.142136,7.828427,5.414214
